request_id,device_id,primary_port,vlan_id
2504,0,0,403
2505,3,1,879
2506,1,0,403
2506,1,1,403
2507,4,1,879
2508,3,1,880
2509,3,1,881
2510,4,1,882
2511,2,1,403
2511,2,0,403
2512,3,1,883
2513,4,1,403
2513,4,0,403
2514,3,1,884
2515,0,0,404
2515,0,1,404
2516,4,1,884
2517,1,0,404
2517,1,1,404
2518,2,1,404
2518,2,0,404
2519,4,0,404
2519,4,1,404
2520,3,1,886
2521,0,0,405
2521,0,1,405
2522,4,1,886
2523,1,1,405
2523,1,0,405
2524,3,1,887
2525,4,1,887
2526,3,1,888
2527,2,0,405
2527,2,1,405
2528,4,0,405
2528,4,1,405
2529,4,1,889
2530,3,1,890
2531,3,1,891
2532,0,1,406
2532,0,0,406
2533,4,1,891
2534,4,1,406
2534,4,0,406
2535,3,1,892
2536,4,1,892
2537,0,1,407
2537,0,0,407
2538,4,1,893
2539,1,1,407
2539,1,0,407
2540,2,0,407
2540,2,1,407
2541,4,1,407
2541,4,0,407
2542,0,1,408
2542,0,0,408
2543,4,1,894
2544,1,1,408
2544,1,0,408
2545,3,1,895
2546,4,1,895
2547,3,1,896
2548,4,1,896
2549,3,1,897
2550,3,1,898
2551,4,1,898
2552,3,1,899
2553,2,0,408
2553,2,1,408
2554,4,1,899
2555,4,0,408
2555,4,1,408
2556,1,1,409
2556,1,0,409
2557,2,0,409
2557,2,1,409
2558,4,0,409
2558,4,1,409
2559,3,1,900
2560,4,1,900
2561,1,0,410
2561,1,1,410
2562,2,0,410
2562,2,1,410
2563,4,1,410
2563,4,0,410
2564,4,1,901
2565,3,1,903
2566,4,1,903
2567,3,1,904
2568,4,1,904
2569,0,1,411
2569,0,0,411
2570,3,1,905
2571,1,1,411
2571,1,0,411
2572,3,1,906
2573,4,1,906
2574,3,1,907
2575,2,1,411
2575,2,0,411
2576,3,1,908
2577,4,1,908
2578,4,0,411
2578,4,1,411
2579,3,1,909
2580,0,0,412
2580,0,1,412
2581,1,0,412
2581,1,1,412
2582,3,1,910
2583,2,1,412
2583,2,0,412
2584,4,0,412
2584,4,1,412
2585,4,1,910
2586,0,1,413
2586,0,0,413
2587,3,1,911
2588,4,1,911
2589,2,1,413
2589,2,0,413
2590,2,0,414
2590,2,1,414
2591,3,1,912
2592,4,0,414
2592,4,1,414
2593,4,1,912
2594,0,0,415
2594,0,1,415
2595,3,1,913
2596,1,1,415
2596,1,0,415
2597,2,1,415
2597,2,0,415
2598,4,1,913
2599,4,1,415
2599,4,0,415
2600,0,1,416
2600,0,0,416
2601,4,1,915
2602,2,0,416
2602,2,1,416
2603,4,1,916
2604,3,1,917
2605,3,1,918
2606,4,0,416
2606,4,1,416
2607,4,1,918
2608,0,0,417
2608,0,1,417
2609,2,1,417
2609,2,0,417
2610,3,1,919
2611,4,1,417
2611,4,0,417
2612,4,1,919
2613,0,1,418
2613,0,0,418
2614,1,0,418
2614,1,1,418
2615,2,0,418
2615,2,1,418
2616,0,1,419
2616,0,0,419
2617,1,0,419
2617,1,1,419
2618,4,1,920
2619,2,0,419
2619,2,1,419
2620,4,1,419
2620,4,0,419
2621,0,1,420
2621,0,0,420
2622,3,1,922
2623,1,0,420
2623,1,1,420
2624,2,0,420
2624,2,1,420
2625,4,1,420
2625,4,0,420
2626,4,1,923
2627,3,1,924
2628,4,1,924
2629,3,1,925
2630,4,1,925
2631,3,1,926
2632,1,1,421
2632,1,0,421
2633,2,0,421
2633,2,1,421
2634,0,0,422
2634,0,1,422
2635,4,1,926
2636,1,0,422
2636,1,1,422
2637,2,0,422
2637,2,1,422
2638,4,1,422
2638,4,0,422
2639,1,1,423
2639,1,0,423
2640,4,1,927
2641,2,1,423
2641,2,0,423
2642,0,0,424
2642,0,1,424
2643,1,0,424
2643,1,1,424
2644,2,0,424
2644,2,1,424
2645,4,1,424
2645,4,0,424
2646,0,1,425
2646,0,0,425
2647,3,1,928
2648,1,1,425
2648,1,0,425
2649,4,1,929
2650,3,1,930
2651,2,0,425
2651,2,1,425
2652,4,0,425
2652,4,1,425
2653,0,0,426
2653,0,1,426
2654,4,1,930
2655,3,1,931
2656,1,0,426
2656,1,1,426
2657,2,0,426
2657,2,1,426
2658,0,1,427
2658,0,0,427
2659,3,1,932
2660,3,1,933
2661,4,1,933
2662,3,1,934
2663,4,1,934
2664,4,1,935
2665,1,1,427
2665,1,0,427
2666,0,1,428
2666,0,0,428
2667,4,1,937
2668,4,1,938
2669,4,1,939
2670,1,0,428
2670,1,1,428
2671,3,1,941
2672,4,1,941
2673,4,1,942
2674,3,1,943
2675,4,1,428
2675,4,0,428
2676,4,1,943
2677,0,1,429
2677,0,0,429
2678,1,1,429
2678,1,0,429
2679,4,0,429
2679,4,1,429
2680,4,1,944
2681,2,1,430
2681,2,0,430
2682,4,0,430
2682,4,1,430
2683,0,0,431
2683,0,1,431
2684,1,1,431
2684,1,0,431
2685,4,1,945
2686,3,1,946
2687,2,0,431
2687,2,1,431
2688,4,1,946
2689,4,1,431
2689,4,0,431
2690,0,1,432
2690,0,0,432
2691,3,1,947
2692,4,1,947
2693,1,1,432
2693,1,0,432
2694,2,1,432
2694,2,0,432
2695,4,0,432
2695,4,1,432
2696,0,1,433
2696,0,0,433
2697,2,0,433
2697,2,1,433
2698,4,1,433
2698,4,0,433
2699,3,1,948
2700,0,0,434
2700,0,1,434
2701,1,0,434
2701,1,1,434
2702,4,1,948
2703,2,1,434
2703,2,0,434
2704,3,1,949
2705,4,1,949
2706,0,1,435
2706,0,0,435
2707,1,1,435
2707,1,0,435
2708,2,1,435
2708,2,0,435
2709,3,1,950
2710,4,1,950
2711,4,0,435
2711,4,1,435
2712,1,0,436
2712,1,1,436
2713,3,1,952
2714,4,1,952
2715,4,1,436
2715,4,0,436
2716,4,1,953
2717,4,1,954
2718,4,1,955
2719,0,0,437
2719,0,1,437
2720,1,0,437
2720,1,1,437
2721,3,1,956
2722,4,1,956
2723,2,0,437
2723,2,1,437
2724,0,0,438
2724,0,1,438
2725,4,1,957
2726,3,1,958
2727,4,1,958
2728,3,1,959
2729,2,0,438
2729,2,1,438
2730,4,0,438
2730,4,1,438
2731,0,1,439
2731,0,0,439
2732,1,0,439
2732,1,1,439
2733,4,1,959
2734,3,1,960
2735,4,1,960
2736,4,1,961
2737,2,1,439
2737,2,0,439
2738,3,1,962
2739,4,1,962
2740,4,0,439
2740,4,1,439
2741,3,1,963
2742,3,1,964
2743,4,1,964
2744,3,1,965
2745,0,0,440
2745,0,1,440
2746,1,0,440
2746,1,1,440
2747,2,0,440
2747,2,1,440
2748,4,1,965
2749,3,1,966
2750,4,1,966
2751,4,1,440
2751,4,0,440
2752,0,1,441
2752,0,0,441
2753,3,1,967
2754,4,1,967
2755,3,1,968
2756,4,1,441
2756,4,0,441
2757,0,1,442
2757,0,0,442
2758,3,1,969
2759,4,1,969
2760,1,1,442
2760,1,0,442
2761,4,1,971
2762,4,1,442
2762,4,0,442
2763,3,1,972
2764,4,1,972
2765,3,1,973
2766,1,1,443
2766,1,0,443
2767,2,0,443
2767,2,1,443
2768,4,1,443
2768,4,0,443
2769,0,1,444
2769,0,0,444
2770,2,1,444
2770,2,0,444
2771,3,1,974
2772,4,1,974
2773,3,1,975
2774,4,1,976
2775,3,1,977
2776,4,1,977
2777,3,1,978
2778,4,1,978
2779,3,1,979
2780,4,0,444
2780,4,1,444
2781,0,1,445
2781,0,0,445
2782,2,0,445
2782,2,1,445
2783,4,1,445
2783,4,0,445
2784,4,1,979
2785,3,1,980
2786,0,1,446
2786,0,0,446
2787,4,1,980
2788,4,1,981
2789,1,1,446
2789,1,0,446
2790,2,0,446
2790,2,1,446
2791,3,1,982
2792,0,0,447
2792,0,1,447
2793,1,0,447
2793,1,1,447
2794,4,1,982
2795,3,1,983
2796,4,1,983
2797,4,1,984
2798,4,1,447
2798,4,0,447
2799,3,1,985
2800,1,0,448
2800,1,1,448
2801,4,1,985
2802,2,1,448
2802,2,0,448
2803,3,1,986
2804,4,1,448
2804,4,0,448
2805,4,1,986
2806,3,1,987
2807,0,1,449
2807,0,0,449
2808,4,1,987
2809,3,1,988
2810,1,0,449
2810,1,1,449
2811,2,0,449
2811,2,1,449
2812,4,0,449
2812,4,1,449
2813,4,1,988
2814,3,1,989
2815,0,1,450
2815,0,0,450
2816,1,0,450
2816,1,1,450
2817,4,1,989
2818,3,1,990
2819,4,1,990
2820,3,1,991
2821,4,1,991
2822,3,1,992
2823,2,0,450
2823,2,1,450
2824,4,1,992
2825,4,0,450
2825,4,1,450
2826,4,1,994
2827,0,0,451
2827,0,1,451
2828,1,1,451
2828,1,0,451
2829,2,0,451
2829,2,1,451
2830,4,1,451
2830,4,0,451
2831,0,1,452
2831,0,0,452
2832,4,1,995
2833,3,1,996
2834,4,1,998
2835,4,1,999
2836,3,1,1000
2837,3,1,1002
2838,4,1,1002
2839,2,1,452
2839,2,0,452
2840,4,1,452
2840,4,0,452
2841,3,1,1003
2842,4,1,1003
2843,3,1,1004
2844,0,1,453
2844,0,0,453
2845,2,0,453
2845,2,1,453
2846,4,0,453
2846,4,1,453
2847,4,1,1004
2848,3,1,1005
2849,0,1,454
2849,0,0,454
2850,1,1,454
2850,1,0,454
2851,2,1,454
2851,2,0,454
2852,4,1,1005
2853,4,1,454
2853,4,0,454
2854,4,1,1006
2855,0,0,455
2855,0,1,455
2856,1,0,455
2856,1,1,455
2857,2,0,455
2857,2,1,455
2858,4,1,455
2858,4,0,455
2859,3,1,1008
2860,0,0,456
2860,0,1,456
2861,4,1,1008
2862,4,1,1009
2863,4,0,456
2863,4,1,456
2864,0,0,457
2864,0,1,457
2865,2,0,457
2865,2,1,457
2866,3,1,1010
2867,4,1,1010
2868,0,1,458
2868,0,0,458
2869,4,1,1011
2870,4,0,458
2870,4,1,458
2871,4,1,1012
2872,1,0,459
2872,1,1,459
2873,3,1,1013
2874,2,1,459
2874,2,0,459
2875,3,1,1014
2876,4,0,459
2876,4,1,459
2877,3,1,1015
2878,0,0,460
2878,0,1,460
2879,4,1,1015
2880,1,1,460
2880,1,0,460
2881,4,1,1016
2882,3,1,1017
2883,4,1,460
2883,4,0,460
2884,0,1,461
2884,0,0,461
2885,4,1,1017
2886,3,1,1018
2887,4,1,1018
2888,3,1,1019
2889,2,0,461
2889,2,1,461
2890,0,0,462
2890,0,1,462
2891,2,1,462
2891,2,0,462
2892,4,0,462
2892,4,1,462
2893,0,0,463
2893,0,1,463
2894,1,0,463
2894,1,1,463
2895,2,1,463
2895,2,0,463
2896,4,1,1019
2897,0,1,464
2897,0,0,464
2898,3,1,1020
2899,4,1,1020
2900,1,0,464
2900,1,1,464
2901,4,1,1021
2902,4,1,1022
2903,2,1,464
2903,2,0,464
2904,4,0,464
2904,4,1,464
2905,0,1,465
2905,0,0,465
2906,3,1,1023
2907,4,1,1023
2908,3,1,1024
2909,3,1,1025
2910,2,0,465
2910,2,1,465
2911,4,1,1025
2912,4,1,1026
2913,3,1,1027
2914,4,0,465
2914,4,1,465
2915,4,1,1027
2916,3,1,1028
2917,4,1,1028
2918,1,1,466
2918,1,0,466
2919,2,1,466
2919,2,0,466
2920,4,0,466
2920,4,1,466
2921,0,1,467
2921,0,0,467
2922,4,1,1029
2923,1,0,467
2923,1,1,467
2924,3,1,1030
2925,2,1,467
2925,2,0,467
2926,4,1,1030
2927,3,1,1032
2928,4,1,1032
2929,4,1,467
2929,4,0,467
2930,4,1,1033
2931,3,1,1034
2932,4,1,1034
2933,3,1,1035
2934,1,0,468
2934,1,1,468
2935,4,1,1035
2936,2,1,468
2936,2,0,468
2937,3,1,1036
2938,4,1,1036
2939,3,1,1037
2940,4,1,468
2940,4,0,468
2941,4,1,1037
2942,0,1,469
2942,0,0,469
2943,4,1,469
2943,4,0,469
2944,0,0,470
2944,0,1,470
2945,1,0,470
2945,1,1,470
2946,3,1,1038
2947,2,1,470
2947,2,0,470
2948,4,1,1038
2949,0,1,471
2949,0,0,471
2950,4,1,471
2950,4,0,471
2951,0,0,472
2951,0,1,472
2952,3,1,1039
2953,1,0,472
2953,1,1,472
2954,0,0,473
2954,0,1,473
2955,4,1,1039
2956,3,1,1040
2957,3,1,1041
2958,4,1,1041
2959,1,0,473
2959,1,1,473
2960,2,0,473
2960,2,1,473
2961,3,1,1042
2962,4,0,473
2962,4,1,473
2963,2,0,474
2963,2,1,474
2964,4,1,474
2964,4,0,474
2965,4,1,475
2965,4,0,475
2966,0,1,476
2966,0,0,476
2967,1,0,476
2967,1,1,476
2968,3,1,1043
2969,2,1,476
2969,2,0,476
2970,4,1,1043
2971,4,0,476
2971,4,1,476
2972,3,1,1044
2973,0,1,477
2973,0,0,477
2974,0,1,478
2974,0,0,478
2975,1,1,478
2975,1,0,478
2976,3,1,1045
2977,4,1,478
2977,4,0,478
2978,4,1,1045
2979,2,1,479
2979,2,0,479
2980,4,0,479
2980,4,1,479
2981,3,1,1046
2982,4,1,1046
2983,4,1,1047
2984,1,0,480
2984,1,1,480
2985,2,1,480
2985,2,0,480
2986,3,1,1048
2987,4,0,480
2987,4,1,480
2988,1,1,481
2988,1,0,481
2989,2,1,481
2989,2,0,481
2990,4,1,481
2990,4,0,481
2991,4,1,1048
2992,1,1,482
2992,1,0,482
2993,2,0,482
2993,2,1,482
2994,4,0,482
2994,4,1,482
2995,0,1,483
2995,0,0,483
2996,1,0,483
2996,1,1,483
2997,3,1,1049
2998,4,1,1049
2999,2,1,483
2999,2,0,483
3000,4,1,483
3000,4,0,483
3001,3,1,1050
3002,0,0,484
3002,0,1,484
3003,1,1,484
3003,1,0,484
3004,4,1,484
3004,4,0,484
3005,0,0,485
3005,0,1,485
3006,4,1,1050
3007,1,0,485
3007,1,1,485
3008,0,0,486
3008,0,1,486
3009,1,1,486
3009,1,0,486
3010,2,1,486
3010,2,0,486
3011,4,0,486
3011,4,1,486
3012,0,1,487
3012,0,0,487
3013,1,1,487
3013,1,0,487
3014,3,1,1051
3015,2,0,487
3015,2,1,487
3016,4,1,1051
3017,4,1,1052
3018,4,0,487
3018,4,1,487
3019,2,0,488
3019,2,1,488
3020,3,1,1053
3021,4,1,488
3021,4,0,488
3022,3,1,1054
3023,0,0,489
3023,0,1,489
3024,4,1,1054
3025,4,1,1055
3026,3,1,1056
3027,3,1,1057
3028,1,0,489
3028,1,1,489
3029,2,0,489
3029,2,1,489
3030,4,1,1057
3031,3,1,1058
3032,4,1,1058
3033,3,1,1059
3034,4,1,1059
3035,3,1,1060
3036,4,1,489
3036,4,0,489
3037,4,1,1060
3038,1,1,490
3038,1,0,490
3039,1,1,491
3039,1,0,491
3040,2,1,491
3040,2,0,491
3041,4,0,491
3041,4,1,491
3042,3,1,1063
3043,4,1,1063
3044,0,1,492
3044,0,0,492
3045,1,0,492
3045,1,1,492
3046,2,1,492
3046,2,0,492
3047,4,1,1064
3048,3,1,1065
3049,4,1,1065
3050,3,1,1066
3051,4,1,492
3051,4,0,492
3052,4,1,1066
3053,4,1,1067
3054,1,0,493
3054,1,1,493
3055,2,1,493
3055,2,0,493
3056,4,0,493
3056,4,1,493
3057,3,1,1069
3058,4,1,1069
3059,2,1,494
3059,2,0,494
3060,0,0,495
3060,0,1,495
3061,1,1,495
3061,1,0,495
3062,2,1,495
3062,2,0,495
3063,4,1,495
3063,4,0,495
3064,0,0,496
3064,0,1,496
3065,2,1,496
3065,2,0,496
3066,0,1,497
3066,0,0,497
3067,1,0,497
3067,1,1,497
3068,2,1,497
3068,2,0,497
3069,3,1,1071
3070,4,1,1071
3071,3,1,1072
3072,4,1,1072
3073,4,1,497
3073,4,0,497
3074,3,1,1073
3075,0,0,498
3075,0,1,498
3076,1,0,498
3076,1,1,498
3077,4,1,1073
3078,2,0,498
3078,2,1,498
3079,0,1,499
3079,0,0,499
3080,3,1,1074
3081,1,0,499
3081,1,1,499
3082,2,0,499
3082,2,1,499
3083,4,1,1074
3084,4,0,499
3084,4,1,499
3085,0,0,500
3085,0,1,500
3086,3,1,1076
3087,4,1,1076
3088,3,1,1078
3089,2,0,500
3089,2,1,500
3090,4,0,500
3090,4,1,500
3091,0,1,501
3091,0,0,501
3092,3,1,1079
3093,4,1,1079
3094,3,1,1080
3095,1,0,501
3095,1,1,501
3096,2,0,501
3096,2,1,501
3097,4,1,501
3097,4,0,501
3098,3,1,1081
3099,4,1,1081
3100,0,0,502
3100,0,1,502
3101,1,1,502
3101,1,0,502
3102,3,1,1082
3103,2,0,502
3103,2,1,502
3104,4,0,502
3104,4,1,502
3105,4,1,1082
3106,3,1,1083
3107,4,1,1083
3108,0,0,503
3108,0,1,503
3109,3,1,1084
3110,4,1,1084
3111,1,0,503
3111,1,1,503
3112,3,1,1085
3113,2,1,503
3113,2,0,503
3114,4,1,1085
3115,3,1,1086
3116,4,1,1086
3117,3,1,1087
3118,0,0,504
3118,0,1,504
3119,3,1,1088
3120,4,1,1088
3121,4,1,1089
3122,4,1,1090
3123,3,1,1091
3124,2,1,504
3124,2,0,504
3125,1,0,505
3125,1,1,505
3126,2,0,505
3126,2,1,505
3127,1,1,506
3127,1,0,506
3128,2,0,506
3128,2,1,506
3129,0,0,507
3129,0,1,507
3130,3,1,1092
3131,4,1,1092
3132,3,1,1093
3133,4,1,1093
3134,3,1,1095
3135,4,1,1095
3136,1,1,507
3136,1,0,507
3137,2,1,507
3137,2,0,507
3138,4,0,507
3138,4,1,507
3139,0,1,508
3139,0,0,508
3140,3,1,1096
3141,2,1,508
3141,2,0,508
3142,4,1,1096
3143,4,1,1097
3144,3,1,1098
3145,4,1,1099
3146,3,1,1100
3147,4,1,1100
3148,3,1,1101
3149,4,1,508
3149,4,0,508
3150,3,1,1102
3151,4,1,1102
3152,0,1,509
3152,0,0,509
3153,4,1,509
3153,4,0,509
3154,0,1,510
3154,0,0,510
3155,3,1,1103
3156,4,1,1103
3157,3,1,1104
3158,1,1,510
3158,1,0,510
3159,4,1,1104
3160,2,1,510
3160,2,0,510
3161,3,1,1105
3162,3,1,1106
3163,4,0,510
3163,4,1,510
3164,4,1,1106
3165,4,1,1107
3166,4,0,511
3166,4,1,511
3167,0,0,512
3167,0,1,512
3168,1,0,512
3168,1,1,512
3169,2,0,512
3169,2,1,512
3170,4,1,1108
3171,3,1,1109
3172,3,1,1110
3173,3,1,1111
3174,4,1,1111
3175,4,0,512
3175,4,1,512
3176,3,1,1112
3177,0,1,513
3177,0,0,513
3178,4,1,1112
3179,3,1,1113
3180,4,1,1113
3181,3,1,1114
3182,1,1,513
3182,1,0,513
3183,2,1,513
3183,2,0,513
3184,0,1,514
3184,0,0,514
3185,1,0,514
3185,1,1,514
3186,2,0,514
3186,2,1,514
3187,4,0,514
3187,4,1,514
3188,0,0,515
3188,0,1,515
3189,4,1,1114
3190,2,0,515
3190,2,1,515
3191,3,1,1116
3192,0,1,516
3192,0,0,516
3193,1,1,516
3193,1,0,516
3194,4,1,1116
3195,2,0,516
3195,2,1,516
3196,3,1,1117
3197,4,0,516
3197,4,1,516
3198,4,1,1117
3199,0,0,517
3199,0,1,517
3200,2,0,517
3200,2,1,517
3201,4,0,517
3201,4,1,517
3202,4,1,1118
3203,1,0,518
3203,1,1,518
3204,2,1,518
3204,2,0,518
3205,4,1,518
3205,4,0,518
3206,3,1,1119
3207,1,1,519
3207,1,0,519
3208,2,0,519
3208,2,1,519
3209,4,1,1119
3210,4,1,1120
3211,4,0,519
3211,4,1,519
3212,3,1,1121
3213,0,1,520
3213,0,0,520
3214,1,1,520
3214,1,0,520
3215,4,0,520
3215,4,1,520
3216,0,1,521
3216,0,0,521
3217,3,1,1122
3218,4,1,1122
3219,1,1,521
3219,1,0,521
3220,3,1,1123
3221,4,1,1123
3222,3,1,1124
3223,2,1,521
3223,2,0,521
3224,3,1,1125
3225,4,1,1125
3226,0,1,522
3226,0,0,522
3227,2,1,522
3227,2,0,522
3228,4,0,522
3228,4,1,522
3229,0,0,523
3229,0,1,523
3230,3,1,1126
3231,4,1,1126
3232,1,1,523
3232,1,0,523
3233,2,1,523
3233,2,0,523
3234,3,1,1127
3235,4,0,523
3235,4,1,523
3236,0,0,524
3236,0,1,524
3237,3,1,1128
3238,4,1,1128
3239,4,1,1129
3240,4,0,524
3240,4,1,524
3241,2,1,525
3241,2,0,525
3242,4,0,525
3242,4,1,525
3243,3,1,1130
3244,3,1,1131
3245,0,0,526
3245,0,1,526
3246,4,1,1131
3247,3,1,1132
3248,4,1,1132
3249,3,1,1133
3250,2,1,526
3250,2,0,526
3251,4,1,526
3251,4,0,526
3252,1,0,527
3252,1,1,527
3253,4,1,1133
3254,3,1,1134
3255,4,1,1134
3256,3,1,1135
3257,4,1,1135
3258,2,1,527
3258,2,0,527
3259,3,1,1136
3260,4,0,527
3260,4,1,527
3261,0,0,528
3261,0,1,528
3262,1,0,528
3262,1,1,528
3263,2,1,528
3263,2,0,528
3264,3,1,1137
3265,4,0,528
3265,4,1,528
3266,4,1,1138
3267,0,1,529
3267,0,0,529
3268,1,1,529
3268,1,0,529
3269,3,1,1140
3270,4,1,1140
3271,2,1,529
3271,2,0,529
3272,4,1,529
3272,4,0,529
3273,3,1,1141
3274,4,1,1141
3275,3,1,1142
3276,4,1,1142
3277,4,1,1143
3278,3,1,1144
3279,4,1,1144
3280,0,0,530
3280,0,1,530
3281,3,1,1145
3282,1,1,530
3282,1,0,530
3283,4,1,1145
3284,2,0,530
3284,2,1,530
3285,4,1,530
3285,4,0,530
3286,0,1,531
3286,0,0,531
3287,3,1,1146
3288,1,0,531
3288,1,1,531
3289,2,1,531
3289,2,0,531
3290,0,1,532
3290,0,0,532
3291,4,1,1146
3292,1,0,532
3292,1,1,532
3293,3,1,1147
3294,2,0,532
3294,2,1,532
3295,4,1,1147
3296,3,1,1148
3297,4,1,532
3297,4,0,532
3298,4,1,1148
3299,3,1,1149
3300,1,0,533
3300,1,1,533
3301,3,1,1150
3302,2,1,533
3302,2,0,533
3303,4,0,533
3303,4,1,533
3304,4,1,1150
3305,0,0,534
3305,0,1,534
3306,3,1,1151
3307,1,0,534
3307,1,1,534
3308,2,1,534
3308,2,0,534
3309,3,1,1152
3310,4,0,534
3310,4,1,534
3311,0,1,535
3311,0,0,535
3312,4,1,1152
3313,3,1,1153
3314,1,1,535
3314,1,0,535
3315,4,1,1153
3316,4,1,535
3316,4,0,535
3317,0,1,536
3317,0,0,536
3318,1,1,536
3318,1,0,536
3319,3,1,1154
3320,4,1,1154
3321,3,1,1155
3322,2,1,536
3322,2,0,536
3323,4,1,1155
3324,4,0,536
3324,4,1,536
3325,4,1,1156
3326,4,1,1157
3327,3,1,1158
3328,0,0,537
3328,0,1,537
3329,3,1,1159
3330,4,1,1159
3331,3,1,1161
3332,4,1,1161
3333,1,0,537
3333,1,1,537
3334,3,1,1162
3335,3,1,1163
3336,3,1,1164
3337,4,1,1164
3338,3,1,1165
3339,3,1,1166
3340,2,1,537
3340,2,0,537
3341,0,0,538
3341,0,1,538
3342,4,1,1166
3343,4,1,1167
3344,1,0,538
3344,1,1,538
3345,2,0,538
3345,2,1,538
3346,3,1,1168
3347,4,1,538
3347,4,0,538
3348,4,1,1168
3349,1,1,539
3349,1,0,539
3350,4,1,1169
3351,3,1,1170
3352,4,1,1170
3353,4,0,539
3353,4,1,539
3354,0,0,540
3354,0,1,540
3355,2,0,540
3355,2,1,540
3356,3,1,1171
3357,4,1,1171
3358,3,1,1172
3359,0,0,541
3359,0,1,541
3360,1,0,541
3360,1,1,541
3361,4,1,541
3361,4,0,541
3362,4,1,1172
3363,3,1,1173
3364,0,1,542
3364,0,0,542
3365,3,1,1174
3366,1,1,542
3366,1,0,542
3367,4,1,1174
3368,4,1,1175
3369,3,1,1176
3370,4,1,542
3370,4,0,542
3371,4,1,1176
3372,0,0,543
3372,0,1,543
3373,3,1,1178
3374,1,1,543
3374,1,0,543
3375,4,1,1178
3376,4,1,543
3376,4,0,543
3377,3,1,1179
3378,3,1,1181
3379,0,0,544
3379,0,1,544
3380,3,1,1182
3381,1,0,544
3381,1,1,544
3382,4,1,1182
3383,2,0,544
3383,2,1,544
3384,3,1,1183
3385,4,1,1183
3386,4,1,1184
3387,3,1,1185
3388,4,1,1185
3389,4,0,544
3389,4,1,544
3390,0,0,545
3390,0,1,545
3391,3,1,1186
3392,2,0,545
3392,2,1,545
3393,1,1,546
3393,1,0,546
3394,4,1,1186
3395,3,1,1187
3396,4,0,546
3396,4,1,546
3397,4,1,1187
3398,0,1,547
3398,0,0,547
3399,3,1,1188
3400,4,1,1188
3401,2,1,547
3401,2,0,547
3402,4,1,547
3402,4,0,547
3403,3,1,1189
3404,3,1,1190
3405,0,0,548
3405,0,1,548
3406,4,1,1190
3407,1,1,548
3407,1,0,548
3408,3,1,1193
3409,0,1,549
3409,0,0,549
3410,3,1,1194
3411,2,0,549
3411,2,1,549
3412,4,1,549
3412,4,0,549
3413,4,1,1194
3414,4,1,1195
3415,3,1,1196
3416,1,0,550
3416,1,1,550
3417,4,1,1196
3418,0,0,551
3418,0,1,551
3419,3,1,1197
3420,1,1,551
3420,1,0,551
3421,3,1,1198
3422,4,1,1199
3423,2,1,551
3423,2,0,551
3424,4,0,551
3424,4,1,551
3425,0,1,552
3425,0,0,552
3426,2,1,552
3426,2,0,552
3427,3,1,1200
3428,4,1,552
3428,4,0,552
3429,4,1,1200
3430,3,1,1201
3431,0,0,553
3431,0,1,553
3432,4,1,1201
3433,3,1,1202
3434,3,1,1203
3435,4,1,1203
3436,1,0,553
3436,1,1,553
3437,0,1,554
3437,0,0,554
3438,1,1,554
3438,1,0,554
3439,2,0,554
3439,2,1,554
3440,0,1,555
3440,0,0,555
3441,3,1,1204
3442,4,1,1204
3443,3,1,1205
3444,2,1,555
3444,2,0,555
3445,3,1,1206
3446,0,0,556
3446,0,1,556
3447,2,1,556
3447,2,0,556
3448,4,1,1206
3449,4,0,556
3449,4,1,556
3450,0,1,557
3450,0,0,557
3451,4,1,1207
3452,1,0,557
3452,1,1,557
3453,4,1,557
3453,4,0,557
3454,0,1,558
3454,0,0,558
3455,3,1,1208
3456,1,1,558
3456,1,0,558
3457,2,1,558
3457,2,0,558
3458,4,1,558
3458,4,0,558
3459,4,1,1208
3460,3,1,1209
3461,4,1,1209
3462,3,1,1210
3463,1,1,559
3463,1,0,559
3464,2,1,559
3464,2,0,559
3465,4,1,559
3465,4,0,559
3466,1,1,560
3466,1,0,560
3467,3,1,1213
3468,0,0,561
3468,0,1,561
3469,1,1,561
3469,1,0,561
3470,2,1,561
3470,2,0,561
3471,4,1,561
3471,4,0,561
3472,4,1,1213
3473,3,1,1214
3474,0,1,562
3474,0,0,562
3475,3,1,1215
3476,4,1,1215
3477,3,1,1216
3478,1,0,562
3478,1,1,562
3479,2,0,562
3479,2,1,562
3480,4,1,1216
3481,3,1,1217
3482,4,1,1217
3483,0,1,563
3483,0,0,563
3484,3,1,1218
3485,3,1,1219
3486,3,1,1221
3487,2,1,563
3487,2,0,563
3488,0,0,564
3488,0,1,564
3489,1,1,564
3489,1,0,564
3490,2,0,564
3490,2,1,564
3491,3,1,1222
3492,3,1,1223
3493,4,1,564
3493,4,0,564
3494,0,0,565
3494,0,1,565
3495,4,1,1223
3496,3,1,1224
3497,3,1,1225
3498,1,0,565
3498,1,1,565
3499,3,1,1226
3500,4,1,1226
3501,4,1,1227
3502,3,1,1228
3503,2,0,565
3503,2,1,565
3504,4,1,1228
3505,3,1,1229
3506,4,1,565
3506,4,0,565
3507,4,1,1229
3508,0,0,566
3508,0,1,566
3509,1,1,566
3509,1,0,566
3510,2,0,566
3510,2,1,566
3511,3,1,1230
3512,4,0,566
3512,4,1,566
3513,4,1,1230
3514,0,0,567
3514,0,1,567
3515,1,1,567
3515,1,0,567
3516,3,1,1231
3517,4,1,1231
3518,4,0,567
